language,file,key,issue_type,text,notes
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.registration,same-as-english,"All dan grades should be registered and approved by the IOGKF – if this requirement is not met, the IOGKF will annul the grade and the individual must undergo a new grading under the correct conditions.",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.increasingTime.title,same-as-english,Increasing the time period,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.increasingTime.text,same-as-english,At the discretion of the country Chief Instructor the minimum time period may be increased for the following reasons:,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.increasingTime.points[0],same-as-english,The individual has not achieved the necessary level with respect to the grade sought.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.increasingTime.points[1],same-as-english,"A person is mostly self-taught, not necessarily training under supervision per se. This does not qualify the person for the above time period specification",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.increasingTime.points[2],same-as-english,A period of more than three months of non–training due to injury or other reasons since the last grading.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.reducingTime.title,same-as-english,Reducing the time period,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.reducingTime.points[0],same-as-english,"Time delay between immediate previous grading dates – e.g. a person took 6/7 years to advance from yondan to godan, can therefore get 'credit' of not more than one year, e.g. godan to rokudan in 5 years.",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.reducingTime.points[1],same-as-english,"If the student in question has been a junior black belt for many years. Then after they reach 18, they grade to adult shodan. However, they may grade to nidan after one year. Thereafter, the published grading time periods must be adhered to. NB. The individual’s age would continue to be one year less than “traditionally required” for that grade.",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.otherOrg.title,same-as-english,Black belt received from another organization,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.timeFee.factors.otherOrg.text,same-as-english,"Newly joined members who have a dan grade from their previous organization must re-grade under IOGKF standards. Minimum time, age and gasshuku attendance requirements should apply from the date they joined the organization. The grading they receive may be lower according to the IOGKF grading requirements.",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.title,same-as-english,4.3 Grading Categories and Mandate,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.text,same-as-english,"Country chief instructors, kambukai and representatives mandated by Higaonna Sensei, can conduct dan gradings as follow:",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.title,same-as-english,Chief instructors,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[0],same-as-english,Hachidan chief instructor: Can grade up to godan,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[1],same-as-english,EC-members: Can grade up to godan,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[2],same-as-english,Nanadan chief instructor: Can grade up to yondan within their own country,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[3],same-as-english,Rokudan chief instructor: Can grade up to yondan within their own country,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[4],same-as-english,Godan chief instructor: Can grade up to sandan within their own country,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[5],same-as-english,Yondan chief instructor: Can grade up to shodan within their own country,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.points[6],same-as-english,"Sandan, nidan, shodan chief instructor: Can not conduct black belt gradings",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.chiefs.note,same-as-english,Dan gradings in countries where the instructor is not permitted to grade can only be conducted by a senior IOGKF instructor with the permission of the shuseki shihan and that country’s chief instructor. Grading categories and mandates may be waived for honorary dan grades.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.kambukai.title,same-as-english,Kambukai countries,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.kambukai.text,same-as-english,The grading level for a kambukai is the same as for the chief instructors. Grading categories and the mandate are the same as above.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.representatives.title,same-as-english,Representative countries,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.representatives.text,same-as-english,IOGKF representatives of a minimum of yondan may only grade up to shodan. This privilege is only granted if the representative country has been a member of IOGKF for a minimum of 2 years and the representatives have participated in international gasshuku.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.categories.permission,same-as-english,**** No student can be graded in another country without the express permission of their chief instructor. Their chief instructor must sign the application form.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.honbu.title,same-as-english,4.4 Honbu Dojo grading panel,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.honbu.text,same-as-english,Candidates grading to rokudan and above must be graded in Okinawa or at the Chief Instructor Gasshuku. The Honbu Dojo grading panel will be appointed by the Saiko Shihan.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.international.title,same-as-english,4.8 International Gasshuku Grading Requirements,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.generalRules.international.points[0],same-as-english,For all international gasshuku it is a requirement that the candidate must have completed the written examination beforehand and has been approved by the chief instructor. The chief instructor also has to sign the candidates’ application form; otherwise it will not be possible to be graded.,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.writtenExam.title,same-as-english,5. The Written Exam,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.writtenExam.low.title,same-as-english,"5.1 Shodan, Nidan or Sandan",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.writtenExam.low.text,same-as-english,"In order to grade to shodan, nidan or sandan, the written exam must be completed and given to the candidate’s chief instructor before attending the international gasshuku. The exam must have a passing rate of a minimum of 75%. If this is not achieved, the candidate can not grade.",Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.writtenExam.high.title,same-as-english,5.2 Yondan and up,Review whether this should be translated or intentionally kept as-is.
da,graduations.json,graduations.regulations.writtenExam.high.text,same-as-english,"In order to grade to these levels, a written essay concerning some of the challenges facing karate and Okinawan Goju Ryu must be completed and submitted. The candidate’s chief instructor can get the chosen questions by contacting the Administrative Director prior to the grading. The answer/essay must be in English for the international gradings.",Review whether this should be translated or intentionally kept as-is.
de,graduations.json,graduations.regulations.senior.sandan.title,same-as-english,3.2.1 Sandan,Review whether this should be translated or intentionally kept as-is.
de,graduations.json,graduations.regulations.senior.yondan.title,same-as-english,3.2.2 Yondan,Review whether this should be translated or intentionally kept as-is.
de,graduations.json,graduations.regulations.senior.rokudan.title,same-as-english,3.2.4 Rokudan,Review whether this should be translated or intentionally kept as-is.
es,graduations.json,graduations.regulations.senior.sandan.title,same-as-english,3.2.1 Sandan,Review whether this should be translated or intentionally kept as-is.
es,graduations.json,graduations.regulations.senior.yondan.title,same-as-english,3.2.2 Yondan,Review whether this should be translated or intentionally kept as-is.
es,graduations.json,graduations.regulations.senior.rokudan.title,same-as-english,3.2.4 Rokudan,Review whether this should be translated or intentionally kept as-is.
fr,graduations.json,graduations.regulations.intro.title,same-as-english,1. Introduction,Review whether this should be translated or intentionally kept as-is.
fr,graduations.json,graduations.regulations.senior.sandan.title,same-as-english,3.2.1 Sandan,Review whether this should be translated or intentionally kept as-is.
fr,graduations.json,graduations.regulations.senior.yondan.title,same-as-english,3.2.2 Yondan,Review whether this should be translated or intentionally kept as-is.
fr,graduations.json,graduations.regulations.senior.rokudan.title,same-as-english,3.2.4 Rokudan,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.sections.examRequirements.description,same-as-english,Select a rank to view the specific requirements for that grading.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.title,same-as-english,IOGKF International Black Belt Grading Regulations,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.intro.title,same-as-english,1. Introduction,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.intro.text,same-as-english,The purpose of this update is to clarify and standardize the black belt grading system and rules among IOGKF member countries.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.perspective.title,same-as-english,2. Perspective on Dan Gradings,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.perspective.text,same-as-english,Dan grading awards is an indication of an individual’s progress in Karate-Do and only really relevant to oneself. The following three ‘pillars’ illustrates the holistic Budo environment of the Way of Karate-Do upon which development and progress is evaluated:,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.title,same-as-english,3.1 Childrens’ Black Belt Grades,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.text,same-as-english,Students under the age of 18 may also grade to black belt – it is the responsibility of the individual countries to set the standard for such a grading. It is common practice to split the junior dan grading into 3 or 4 categories.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.categories.kakyu,same-as-english,Ka-kyu shodan 10 – 13 years,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.categories.chukyu,same-as-english,Chu-kyu shodan 14 – 15 years,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.categories.jokyu,same-as-english,Jo-kyu shodan 16 – 17 years,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.registration,same-as-english,Regarding junior gradings (all gradings under 18 years) – it is important that the candidates are registered within the IOGKF system and that the appropriate grading fees are paid.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.junior.turning18,same-as-english,On becoming 18 years old – the student must grade to senior shodan on the same conditions and fulfilling requirements as everybody else.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.title,same-as-english,3.2 Senior Ranks,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.title,same-as-english,3.2.1 Sandan,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.text,same-as-english,"This is the first step into the ‘Senior’ or ‘Sensei’ hierarchy where certain character qualities should start becoming prevalent, therefore, the minimum time requirements are not merely enough, the candidate is expected to put something extra into their efforts. The following, more specific, considerations are relevant to sandan candidates:",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.points[0],same-as-english,More physical ability and technical ability than candidates for nidan.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.points[1],same-as-english,"A show of commitment to the organization, such as: Involvement and support at regional or national events.",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.points[2],same-as-english,"Status - Instructor or assistant instructor - No person can really attempt sandan grade unless they have been teaching as well, even if only on an ad hoc basis.",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.points[3],same-as-english,"Demonstrates loyalty to the organization, fellow members and the Chief Instructor.",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.sandan.points[4],same-as-english,"Status amongst peers - how do their peers regard their abilities, personality, etc.?",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.yondan.title,same-as-english,3.2.2 Yondan,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.yondan.text,same-as-english,"Everything required for sandan one step up, plus, a greater sense of being involved in the organization. Physical ability and conditioning are important – they must be able to 'handle’ themselves, considering, of course, age.",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.godan.text,same-as-english,Senior black belt level with the following considerations:,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.godan.points[0],same-as-english,"Have they earned the respect of senior instructors, junior and senior members of their dojo and country by their behaviour, both on and off the floor – proper attitude, unquestionable loyalty to the organization?",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.godan.points[1],same-as-english,Do they have the maturity of character to accept criticism and to progress from it?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.godan.points[2],same-as-english,Do they have an objective sense of judgement?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.godan.points[3],same-as-english,Physical ability is important – are they able to 'handle’ themselves?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.godan.points[4],same-as-english,Do they self-train regularly?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.title,same-as-english,3.2.4 Rokudan,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.text,same-as-english,"Starting to move into the 'upper echelons' of the organization, nationally as well as internationally. Physical ability and conditioning are important – considering age, candidates should still be improving technically and physically and should be seen by everyone as a person who endeavours to embody the philosophy of karate-do. Rokudan is usually the minimum rank qualification for ‘Shihan’, given only by invitation of the Honbu grading panel, which means 'Role Model' – or ‘Professor’, in other words: Do juniors below them and seniors above them respect them apart from their physical abilities?",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.considerationsTitle,same-as-english,Other considerations for this level are:,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.points[0],same-as-english,Do they continue to promote traditional karate and embody loyalty to the Chief Instructor and the rest of the organization?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.points[1],same-as-english,Do they possess the leadership qualities: Do they lead by example?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.points[2],same-as-english,Do other members of the international karate society accept and/or respect their abilities?,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.points[3],same-as-english,What is their standing in the world outside karate? (Will people outside of the karate world have respected this person even if they did not have karate as a claim to ‘fame’?),Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.rokudan.points[4],same-as-english,Exhibit appropriate behaviour outside of the dojo.,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.highranks.title,same-as-english,"3.2.5 Nanadan, hachidan and higher",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.senior.highranks.text,same-as-english,"Candidates are now becoming a manifestation of Okinawan Goju Ryu and have mastered most of the basic concepts, and although they are a senior master, they still remain as students of karate-do – metaphorically, this is equivalent to a Professor at university. They must attend chief instructor gasshuku on a regular basis. Candidates will be informed by the IOGKF executive committee 6 or 12 months before they are invited to test, during this time they must present themselves at a gasshuku given by anyone of the Honbu grading panel. These ranks are on an invitation basis only.",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.honorary.title,same-as-english,3.3 Honorary Dan Grade,Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.honorary.text,same-as-english,"At the discretion of the EC, an honorary dan grade may be awarded on an individual basis for the following reasons:",Review whether this should be translated or intentionally kept as-is.
it,graduations.json,graduations.regulations.honorary.points[0],same-as-english,Contribution to the association,Review whether this should be translated or intentionally kept as-is.
